Congress,Chamber,Committee,Date,Title,FileName,Link
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,3/2/2016,"b""House Hearing, 114th Congress - FIREARMS LOST: GSA'S ADMINISTRATION OF THE SURPLUS FIREARM DONATION PROGRAM""",CHRG-114hhrg21964.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg21964/html/CHRG-114hhrg21964.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,9/21/2016,"b'House Hearing, 114th Congress - IMPEACHMENT ARTICLES REFERRED ON JOHN KOSKINEN (PART III)'",CHRG-114hhrg22120.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22120/html/CHRG-114hhrg22120.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,9/27/2016,"b'House Hearing, 114th Congress - NEW ORLEANS: HOW THE CRESCENT CITY BECAME A SANCTUARY CITY'",CHRG-114hhrg22124.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22124/html/CHRG-114hhrg22124.htm
114th Congress (2015 - 2016),House Hearings,Committee on Ways and Means,5/20/2015,"b'House Hearing, 114th Congress - EXAMINING THE USE OF ADMINISTRATIVE ACTIONS IN THE IMPLEMENTATION OF THE AFFORDABLE CARE ACT'",CHRG-114hhrg22146.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22146/html/CHRG-114hhrg22146.htm
114th Congress (2015 - 2016),House Hearings,Committee on Ways and Means,9/30/2015,"b""House Hearing, 114th Congress - DEPARTMENT OF LABOR'S PROPOSED FIDUCIARY RULE""",CHRG-114hhrg22149.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22149/html/CHRG-114hhrg22149.htm
114th Congress (2015 - 2016),House Hearings,Committee on Energy and Commerce,2/26/2016,"b'House Hearing, 114th Congress - THE DISRUPTER SERIES: 3D PRINTING'",CHRG-114hhrg22179.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22179/html/CHRG-114hhrg22179.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,7/6/2016,"b'House Hearing, 114th Congress - FIREARMS AND MUNITIONS AT RISK: EXAMINING INADEQUATE SAFEGUARDS'",CHRG-114hhrg22194.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22194/html/CHRG-114hhrg22194.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,9/13/2016,"b'House Hearing, 114th Congress - 21ST CENTURY CONSERVATION PRACTICES'",CHRG-114hhrg22195.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22195/html/CHRG-114hhrg22195.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,9/9/2016,"b""House Hearing, 114th Congress - OVERSIGHT OF THE FEDERAL EMERGENCY MANAGEMENT AGENCY'S RESPONSE TO THE BATON ROUGE FLOOD DISASTER""",CHRG-114hhrg22277.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22277/html/CHRG-114hhrg22277.htm
114th Congress (2015 - 2016),House Hearings,Committee on Energy and Commerce,2/26/2015,"b'House Hearing, 114th Congress - UPDATE: PATENT DEMAND LETTER PRACTICES AND SOLUTIONS'",CHRG-114hhrg22285.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22285/html/CHRG-114hhrg22285.htm
114th Congress (2015 - 2016),House Hearings,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,4/9/2015,"b'House Hearing, 114th Congress, Volume 4 - INTERVIEWS OF WITNESSES BEFORE THE SELECT COMMITTEE ON THE EVENTS SURROUNDING THE 2012 TERRORIST...'",CHRG-114hhrg22298.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22298/html/CHRG-114hhrg22298.htm
114th Congress (2015 - 2016),House Hearings,Committee on Rules,1/1/2015,"b'House Hearing, 114th Congress - PROPOSED REFORMS TO RULE XXI AND THE MODERN AUTHORIZATION AND APPROPRIATIONS PROCESS'",CHRG-114hhrg22307.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22307/html/CHRG-114hhrg22307.htm
114th Congress (2015 - 2016),House Hearings,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,10/9/2015,"b'House Hearing, 114th Congress, Volume 7 - INTERVIEWS OF WITNESSES BEFORE THE SELECT COMMITTEE ON THE EVENTS SURROUNDING THE 2012 TERRORIST...'",CHRG-114hhrg22351.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22351/html/CHRG-114hhrg22351.htm
114th Congress (2015 - 2016),House Hearings,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,2/11/2016,"b'House Hearing, 114th Congress, Volume 9 - INTERVIEWS OF WITNESSES BEFORE THE SELECT COMMITTEE ON THE EVENTS SURROUNDING THE 2012 TERRORIST...'",CHRG-114hhrg22353.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22353/html/CHRG-114hhrg22353.htm
114th Congress (2015 - 2016),House Hearings,Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi,4/7/2016,"b'House Hearing, 114th Congress, Volume 10 - INTERVIEWS OF WITNESSES BEFORE THE SELECT COMMITTEE ON THE EVENTS SURROUNDING THE 2012 TERRORIST...'",CHRG-114hhrg22354.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22354/html/CHRG-114hhrg22354.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,6/24/2015,"b'House Hearing, 114th Congress - OPM DATA BREACH: PART II'",CHRG-114hhrg22363.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22363/html/CHRG-114hhrg22363.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,12/2/2015,"b'House Hearing, 114th Congress - OFFICE OF NATIONAL DRUG CONTROL POLICY: REAUTHORIZATION'",CHRG-114hhrg22394.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22394/html/CHRG-114hhrg22394.htm
114th Congress (2015 - 2016),House Hearings,Committee on Appropriations,2/25/2016,"b'House Hearing, 114th Congress, Part 1 - DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2017'",CHRG-114hhrg22432.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22432/html/CHRG-114hhrg22432.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,6/3/2015,"b'House Hearing, 114th Congress - ENSURING AGENCY COMPLIANCE WITH THE FREEDOM OF INFORMATION ACT (FOIA)'",CHRG-114hhrg22472.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22472/html/CHRG-114hhrg22472.htm
114th Congress (2015 - 2016),House Hearings,"Committee on Science, Space, and Technology",9/13/2016,"b'House Hearing, 114th Congress - Protecting the 2016 Elections from Cyber and Voting Machine Attacks'",CHRG-114hhrg22560.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22560/html/CHRG-114hhrg22560.htm
114th Congress (2015 - 2016),House Hearings,"Committee on Science, Space, and Technology",9/29/2016,"b'House Hearing, 114th Congress - Academic Research Regulatory Relief: A Review of New Recommendations'",CHRG-114hhrg22565.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22565/html/CHRG-114hhrg22565.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,2/11/2016,"b'House Hearing, 114th Congress - IRS: REVIEWING ITS LEGAL OBLIGATIONS, DOCUMENT PRESERVATION, AND DATA SECURITY'",CHRG-114hhrg22591.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22591/html/CHRG-114hhrg22591.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,4/21/2016,"b'House Hearing, 114th Congress - BARRIERS TO ENDANGERED SPECIES ACT DELISTING, PART II'",CHRG-114hhrg22593.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22593/html/CHRG-114hhrg22593.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Budget,9/14/2016,"b'House Hearing, 114th Congress - GROWING RISKS TO THE BUDGET AND THE ECONOMY'",CHRG-114hhrg22604.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22604/html/CHRG-114hhrg22604.htm
114th Congress (2015 - 2016),House Hearings,Committee on Homeland Security,3/1/2016,"b'House Hearing, 114th Congress - TRANSPARENCY, TRUST, AND VERIFICATION: MEASURING EFFECTIVENESS AND SITUATIONAL AWARENESS ALONG...'",CHRG-114hhrg22621.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22621/html/CHRG-114hhrg22621.htm
114th Congress (2015 - 2016),House Hearings,Committee on Homeland Security,3/15/2016,"b'House Hearing, 114th Congress - STATE OF EMERGENCY: THE DISASTER OF CUTTING PREPAREDNESS GRANTS'",CHRG-114hhrg22623.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22623/html/CHRG-114hhrg22623.htm
114th Congress (2015 - 2016),House Hearings,Committee on Appropriations,2/24/2016,"b'House Hearing, 114th Congress, Part 2 - DEPARTMENT OF DEFENSE APPROPRIATIONS FOR 2017'",CHRG-114hhrg22686.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22686/html/CHRG-114hhrg22686.htm
114th Congress (2015 - 2016),House Hearings,Committee on Homeland Security,5/12/2016,"b'House Hearing, 114th Congress - FOLLOWING THE MONEY: EXAMINING CURRENT TERRORIST FINANCING TRENDS AND THE THREAT TO THE HOMELAND'",CHRG-114hhrg22761.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22761/html/CHRG-114hhrg22761.htm
114th Congress (2015 - 2016),House Hearings,Committee on Natural Resources,12/6/2016,"b'House Hearing, 114th Congress - OVERSIGHT HEARING ON EXAMINING DECADES OF DATA MANIPULATION AT THE UNITED STATES GEOLOGICAL SURVEY'",CHRG-114hhrg22862.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22862/html/CHRG-114hhrg22862.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,12/7/2016,"b'House Hearing, 114th Congress - CORRUPTION: A DANGER TO DEMOCRACY IN EUROPE AND EURASIA'",CHRG-114hhrg22866.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22866/html/CHRG-114hhrg22866.htm
114th Congress (2015 - 2016),House Hearings,Committee on Agriculture,12/7/2016,"b'House Hearing, 114th Congress - 1890 LAND-GRANT INSTITUTIONS: RECRUITMENT CHALLENGES AND SCHOLARSHIP OPPORTUNITIES'",CHRG-114hhrg22979.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22979/html/CHRG-114hhrg22979.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,6/9/2016,"b'House Hearing, 114th Congress - SNAP: EXAMINING EFFORTS TO COMBAT FRAUD AND IMPROVE PROGRAM INTEGRITY'",CHRG-114hhrg22990.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg22990/html/CHRG-114hhrg22990.htm
114th Congress (2015 - 2016),House Hearings,Committee on Energy and Commerce,9/27/2016,"b'House Hearing, 114th Congress - BIORESEARCH LABS AND INACTIVATION OF DANGEROUS PATHOGENS'",CHRG-114hhrg23012.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23012/html/CHRG-114hhrg23012.htm
114th Congress (2015 - 2016),House Hearings,Committee on Energy and Commerce,11/15/2016,"b'House Hearing, 114th Congress - DISRUPTER SERIES: SELF-DRIVING CARS'",CHRG-114hhrg23110.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23110/html/CHRG-114hhrg23110.htm
114th Congress (2015 - 2016),House Hearings,Committee on Homeland Security,5/26/2016,"b'House Hearing, 114th Congress - Long Lines, Short Patience: Local Perspectives'",CHRG-114hhrg23246.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23246/html/CHRG-114hhrg23246.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,3/23/2016,"b'House Hearing, 114th Congress - Examining Blm Public Lands Leasing'",CHRG-114hhrg23445.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23445/html/CHRG-114hhrg23445.htm
114th Congress (2015 - 2016),House Hearings,Committee on Financial Services,2/2/2016,"b'House Hearing, 114th Congress - Unsustainable Federal Spending. and the Debt Limit'",CHRG-114hhrg23564.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23564/html/CHRG-114hhrg23564.htm
114th Congress (2015 - 2016),House Hearings,Committee on Financial Services,2/3/2016,"b'House Hearing, 114th Congress - Trading with the Enemy: Trade-Based Money Laundering Is the Growth Industry in Terror Finance'",CHRG-114hhrg23565.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23565/html/CHRG-114hhrg23565.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,4/14/2016,"b'House Hearing, 114th Congress - CONNECTING VETERANS WITH PTSD WITH SERVICE DOGS'",CHRG-114hhrg23642.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23642/html/CHRG-114hhrg23642.htm
114th Congress (2015 - 2016),House Hearings,Committee on Small Business,9/13/2016,"b""House Hearing, 114th Congress - THE CUMULATIVE BURDEN OF PRESIDENT OBAMA'S EXECUTIVE ORDERS ON SMALL CONTRACTORS""",CHRG-114hhrg23766.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23766/html/CHRG-114hhrg23766.htm
114th Congress (2015 - 2016),House Hearings,Committee on Financial Services,4/14/2016,"b'House Hearing, 114th Congress - The Jobs Act at Four: Examining Its Impact and Proposals to Further Enhance Capital Formation'",CHRG-114hhrg23890.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg23890/html/CHRG-114hhrg23890.htm
114th Congress (2015 - 2016),House Hearings,Committee on House Administration,11/16/2016,"b'House Hearing, 114th Congress - Markup of A Supplemental Funding Resolution of Original Jurisdiction'",CHRG-114hhrg24709.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg24709/html/CHRG-114hhrg24709.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,9/12/2016,"b""House Hearing, 114th Congress - Classifications and Redactions in Fbi's Investigative File""",CHRG-114hhrg24913.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg24913/html/CHRG-114hhrg24913.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,9/21/2016,"b'House Hearing, 114th Congress - Reviewing the Rising Price of Epipens'",CHRG-114hhrg24914.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg24914/html/CHRG-114hhrg24914.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,11/30/2016,"b'House Hearing, 114th Congress - Federal Long-Term Care Insurance Program: Examining Premium Increases'",CHRG-114hhrg25005.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25005/html/CHRG-114hhrg25005.htm
114th Congress (2015 - 2016),House Hearings,Committee on Veterans' Affairs,2/2/2016,"b'House Hearing, 114th Congress - Choice Consolidation: Evaluating Eligibility Requirements for Care in the Community'",CHRG-114hhrg25017.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25017/html/CHRG-114hhrg25017.htm
114th Congress (2015 - 2016),House Hearings,Committee on Veterans' Affairs,2/10/2016,"b""House Hearing, 114th Congress - A Review of Va's Loan Guaranty and Specially Adaptive Housing Grant Programs (sah)""",CHRG-114hhrg25099.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25099/html/CHRG-114hhrg25099.htm
114th Congress (2015 - 2016),House Hearings,Committee on Veterans' Affairs,2/11/2016,"b'House Hearing, 114th Congress - Choice Consolidation: Improving Va Community Care Billing and Reimbursement'",CHRG-114hhrg25101.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25101/html/CHRG-114hhrg25101.htm
114th Congress (2015 - 2016),House Hearings,Committee on Veterans' Affairs,2/23/2016,"b'House Hearing, 114th Congress - Persian Gulf War: An Assessment of Health Outcomes on the 25th Anniversary'",CHRG-114hhrg25103.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25103/html/CHRG-114hhrg25103.htm
114th Congress (2015 - 2016),House Hearings,Committee on Homeland Security,7/11/2016,"b'House Hearing, 114th Congress - A Prepared Community Is A Resilient Community'",CHRG-114hhrg25263.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25263/html/CHRG-114hhrg25263.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,2/2/2016,"b'House Hearing, 114th Congress - U.s. Department of Education: Investigation of the Cio'",CHRG-114hhrg25501.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25501/html/CHRG-114hhrg25501.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,4/19/2016,"b'House Hearing, 114th Congress - Document Production Status Update, Part II'",CHRG-114hhrg25502.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25502/html/CHRG-114hhrg25502.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,5/12/2016,"b'House Hearing, 114th Congress - Examining Management Practices and Misconduct at Tsa: Part II'",CHRG-114hhrg25508.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25508/html/CHRG-114hhrg25508.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,7/13/2016,"b'House Hearing, 114th Congress - Oversight of the Fdic Application Process'",CHRG-114hhrg25511.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25511/html/CHRG-114hhrg25511.htm
114th Congress (2015 - 2016),House Hearings,Committee on Veterans' Affairs,6/23/2015,"b'House Hearing, 114th Congress - [errata] Manipulation and Fraud in the Reporting of Va Small Business Goals'",CHRG-114hhrg25637.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg25637/html/CHRG-114hhrg25637.htm
114th Congress (2015 - 2016),House Hearings,Committee on Transportation and Infrastructure,1/21/2015,"b'House Hearing, 114th Congress - FEDERAL AVIATION ADMINISTRATION REAUTHORIZATION: REFORMING AND STREAMLINING THE FEDERAL AVIATION...'",CHRG-114hhrg92673.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg92673/html/CHRG-114hhrg92673.htm
114th Congress (2015 - 2016),House Hearings,Committee on Transportation and Infrastructure,1/27/2015,"b'House Hearing, 114th Congress - REBUILDING AFTER THE STORM: LESSENING IMPACTS AND SPEEDING RECOVERY'",CHRG-114hhrg92845.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg92845/html/CHRG-114hhrg92845.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,2/4/2015,"b'House Hearing, 114th Congress - FURTHERING ASBESTOS CLAIM TRANSPARENCY (FACT) ACT OF 2015'",CHRG-114hhrg93082.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93082/html/CHRG-114hhrg93082.htm
114th Congress (2015 - 2016),House Hearings,Committee on Education and the Workforce,2/12/2015,"b'House Hearing, 114th Congress - HOW EMERGING TECHNOLOGY AFFECTS STUDENT PRIVACY'",CHRG-114hhrg93208.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93208/html/CHRG-114hhrg93208.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,2/11/2015,"b'House Hearing, 114th Congress - FEDERAL ASSET FORFEITURE: USES AND REFORMS'",CHRG-114hhrg93278.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93278/html/CHRG-114hhrg93278.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,2/13/2015,"b'House Hearing, 114th Congress - RELIGIOUS FREEDOM RESTORATION ACT AND THE RELIGIOUS LAND USE AND INSTITUTIONALIZED PERSONS ACT'",CHRG-114hhrg93282.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93282/html/CHRG-114hhrg93282.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,2/25/2015,"b""House Hearing, 114th Congress - UNCONSTITUTIONALITY OF OBAMA'S EXECUTIVE ACTIONS ON IMMIGRATION""",CHRG-114hhrg93526.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93526/html/CHRG-114hhrg93526.htm
114th Congress (2015 - 2016),House Hearings,Committee on Transportation and Infrastructure,2/25/2015,"b""House Hearing, 114th Congress - PRESIDENT'S FISCAL YEAR 2016 BUDGET REQUEST FOR COAST GUARD AND MARITIME TRANSPORTATION PROGRAMS""",CHRG-114hhrg93531.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93531/html/CHRG-114hhrg93531.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,2/25/2015,"b'House Hearing, 114th Congress - ADVANCING U.S. INTERESTS IN A TROUBLED WORLD: THE FY 2016 FOREIGN AFFAIRS BUDGET'",CHRG-114hhrg93532.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93532/html/CHRG-114hhrg93532.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,2/26/2015,"b'House Hearing, 114th Congress - THE SHAME OF IRANIAN HUMAN RIGHTS'",CHRG-114hhrg93535.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93535/html/CHRG-114hhrg93535.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,2/27/2015,"b'House Hearing, 114th Congress - TRAFFICKING PREVENTION IN FOREIGN AFFAIRS'",CHRG-114hhrg93536.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93536/html/CHRG-114hhrg93536.htm
114th Congress (2015 - 2016),House Hearings,Committee on the Judiciary,3/2/2015,"b'House Hearing, 114th Congress - THE RAPID ACT; THE SUNSHINE FOR REGULATORY DECREES AND SETTLEMENTS ACT OF 2015; AND THE SCRUB ACT...'",CHRG-114hhrg93599.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93599/html/CHRG-114hhrg93599.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,2/12/2015,"b'House Hearing, 114th Congress - U.S. SECRET SERVICE: IDENTIFYING STEPS TO RESTORE THE PROTECTIVE AGENCY'",CHRG-114hhrg93668.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93668/html/CHRG-114hhrg93668.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,3/4/2015,"b'House Hearing, 114th Congress - UKRAINE UNDER SIEGE'",CHRG-114hhrg93669.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93669/html/CHRG-114hhrg93669.htm
114th Congress (2015 - 2016),House Hearings,Committee on Transportation and Infrastructure,3/17/2015,"b'House Hearing, 114th Congress, Part 2 - SURFACE TRANSPORTATION REAUTHORIZATION BILL: LAYING THE FOUNDATION FOR U.S. ECONOMIC GROWTH AND...'",CHRG-114hhrg93775.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93775/html/CHRG-114hhrg93775.htm
114th Congress (2015 - 2016),House Hearings,Committee on Education and the Workforce,3/24/2015,"b'House Hearing, 114th Congress - H.R. 548, CERTAINTY IN ENFORCEMENT ACT OF 2015; H.R. 549, LITIGATION OVERSIGHT ACT OF 2015; H.R...'",CHRG-114hhrg93815.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93815/html/CHRG-114hhrg93815.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,3/19/2015,"b""House Hearing, 114th Congress - NEGOTIATIONS WITH IRAN: BLOCKING OR PAVING TEHRAN'S PATH TO NUCLEAR WEAPONS?""",CHRG-114hhrg93822.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93822/html/CHRG-114hhrg93822.htm
114th Congress (2015 - 2016),House Hearings,"Committee on Science, Space, and Technology",2/12/2015,"b'House Hearing, 114th Congress - CAN AMERICANS TRUST THE PRIVACY AND SECURITY OF THEIR INFORMATION ON HEALTHCARE.GOV?'",CHRG-114hhrg93884.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93884/html/CHRG-114hhrg93884.htm
114th Congress (2015 - 2016),House Hearings,"Committee on Science, Space, and Technology",3/24/2015,"b'House Hearing, 114th Congress - DEPARTMENT OF ENERGY OVERSIGHT: OFFICE OF ENERGY EFFICIENCY AND RENEWABLE ENERGY'",CHRG-114hhrg93889.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93889/html/CHRG-114hhrg93889.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,3/24/2015,"b'House Hearing, 114th Congress - THE U.S. REBALANCE IN SOUTH ASIA: FOREIGN AID AND DEVELOPMENT PRIORITIES'",CHRG-114hhrg93911.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93911/html/CHRG-114hhrg93911.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,3/24/2015,"b'House Hearing, 114th Congress - OVERSIGHT OF THE STATE DEPARTMENT AND AGENCY FOR INTERNATIONAL DEVELOPMENT FUNDING PRIORITIES FOR...'",CHRG-114hhrg93912.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93912/html/CHRG-114hhrg93912.htm
114th Congress (2015 - 2016),House Hearings,Committee on Foreign Affairs,3/24/2015,"b'House Hearing, 114th Congress - AFTER PARIS AND COPENHAGEN: RESPONDING TO THE RISING TIDE OF ANTI-SEMITISM'",CHRG-114hhrg93914.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93914/html/CHRG-114hhrg93914.htm
114th Congress (2015 - 2016),House Hearings,Committee on Agriculture,11/18/2015,"b'House Hearing, 114th Congress, Part 3 - SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM'",CHRG-114hhrg93962.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93962/html/CHRG-114hhrg93962.htm
114th Congress (2015 - 2016),House Hearings,Committee on Agriculture,3/24/2015,"b'House Hearing, 114th Congress - EXAMINATION OF THE COSTS AND IMPACTS OF MANDATORY BIOTECHNOLOGY LABELING LAWS'",CHRG-114hhrg93965.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93965/html/CHRG-114hhrg93965.htm
114th Congress (2015 - 2016),House Hearings,Committee on Agriculture,3/25/2015,"b'House Hearing, 114th Congress - HEARING TO EXAMINE THE IMPLICATIONS OF POTENTIAL RETALIATORY MEASURES TAKEN AGAINST THE UNITED...'",CHRG-114hhrg93967.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93967/html/CHRG-114hhrg93967.htm
114th Congress (2015 - 2016),House Hearings,Committee on Oversight and Government Reform,2/12/2015,"b""House Hearing, 114th Congress - THE PRESIDENT'S EXECUTIVE ACTIONS ON IMMI- RATION AND THEIR IMPACT ON FEDERAL AND STATE ELECTIONS""",CHRG-114hhrg93973.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg93973/html/CHRG-114hhrg93973.htm
114th Congress (2015 - 2016),House Hearings,Committee on Education and the Workforce,4/15/2015,"b'House Hearing, 114th Congress - SERVING STUDENTS AND FAMILIES THROUGH CHILD NUTRITION PROGRAMS'",CHRG-114hhrg94088.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg94088/html/CHRG-114hhrg94088.htm
114th Congress (2015 - 2016),House Hearings,Committee on Armed Services,2/11/2015,"b'House Hearing, 114th Congress - [H.A.S.C. No. 114-7] FINAL RECOMMENDATIONS FROM THE MILITARY COMPENSATION AND RETIRE- MENT...'",CHRG-114hhrg94094.txt,https://www.gpo.gov/fdsys/pkg/CHRG-114hhrg94094/html/CHRG-114hhrg94094.htm
